ProductName,ProductBrand,Gender,Price (INR),Description,PrimaryColor,JenisPakaian
Calvin Klein Jeans Men Blue Slim Fit Casual Shirt,Calvin Klein Jeans,Men,3599,"Blue solid opaque Casual shirt ,has a spread collar,  button placket,  pocket, long regular sleeves,  curved hem",Blue,Shirt
ONLY Women Navy Blue & White Checked Cinched Waist Top,ONLY,Women,919,"Navy blue, white and pink checked knitted and woven cinched waist top, has a round neck, long sleeves, button closure",Blue,Top
Ishin Women Peach-Coloured Solid Kurta with Palazzos & Dupatta,Ishin,Women,1349,"Peach-coloured solid kurta with palazzos and dupattaPeach-coloured solid straight calf length kurta with embroidered detail, has a round neck, three-quarter sleeves, side slitsPeach-coloured solid palazzos, has elasticated waistband, slip-on closurePeach-coloured and golden foil print dupatta, has taping border",Red,Kurta
Calvin Klein Jeans Men Grey & Rust Red Pure Cotton Slim Fit Checked Casual Shirt,Calvin Klein Jeans,Men,3359,"Grey and Rust red checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Red,Shirt
Calvin Klein Jeans Men Black Solid Round Neck T-shirt,Calvin Klein Jeans,Men,2799,"Black solid T-shirt, has a round neck, and short sleeves",Black,Shirt
Saadgi Women Maroon Chikankari Embroidered Sheer Straight Kurta,Saadgi,Women,1375,"Maroon chikankari embroidered sheer straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",Red,Kurta
Pepe Jeans Men Grey Slim Fit Vapour Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1649,"Grey dark wash 5-pocket low-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SLIM FIT- MID RISE  JEANS,  GREY RINSE- NON FADED- CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Grey,Jeans
Jompers Women Beige & Red Printed A-Line Kurta,Jompers,Women,631,"Beige and red printed A-line kurta, has a round neck, three-quarter sleeves, and flared hem",Red,Kurta
Chopard Women Pink Wish Eau de Parfum 75ml,Chopard,Women,3850,"About the EDPLight radiant and joyful, Pink Wish is a floral fruity fragrance composed of tangerine, neroli, peach, rose, osmanthus, apricot, freesia, sandalwood and amber.Fragrance NotesTop Notes: Pear, Tangerine, NeroliHeart Notes: Rose, Osmanthus, Freesia, ApricotBase Notes: Sandalwood, Amber",Pink,Top
Moda Rapido Men Black & Teal Blue Colourblocked Round Neck T-shirt,Moda Rapido,Men,299,"Black and teal blue colourblocked T-shirt, has a round neck, and short sleeves",Blue,Shirt
ONLY Women Red & White Regular Fit Printed Casual Shirt,ONLY,Women,919,"Red and white printed casual shirt, has a spread collar, long sleeves, button placket, curved hem,1 patch pocket",Red,Shirt
Ahalyaa Women Green & Black Printed Straight Kurta,Ahalyaa,Women,756,"Green and Black printed straight kurta, has a boat neck, three-quarter sleeves, straight hem, and side slits",Green,Kurta
Ira Soleil Women Red Solid Bardot Top,Ira Soleil,Women,699,"Red solid woven bardot  top, has an off-shoulder neck, long sleeves, and concealed zip closure",Red,Top
ONLY Women Green Self Design Cinched Waist Top,ONLY,Women,719,"Green self-design woven cinched waist top, has a scoop neck, short sleeves, and button closure",Green,Top
Belle Fille Women Navy Blue & Pink Striped Top,Belle Fille,Women,599,"Navy blue, pink and off-white striped knitted regular top with waist tie-up, has a round neck, short sleeves",Blue,Top
Pepe Jeans Men Navy Blue & Yellow Regular Fit Checked Hooded Casual Shirt,Pepe Jeans,Men,1399,"Navy blue and yellow checked casual shirt, has a hood, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Calvin Klein Jeans Men White Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,2999,"White solid T-shirt, has a contrast polo collar, and contrast short sleeves",White,Shirt
Calvin Klein Jeans Men White Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,2759,"White solid T-shirt, has a polo collar, and short sleeves",White,Shirt
612 league Boys Blue Regular Fit Mid-Rise Clean Look Jeans,612 league,Boys,822,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
ONLY Women Navy Blue & White Printed Off-Shoulder Basic Jumpsuit,ONLY,Women,1399,"Navy Blue printed basic jumpsuit, has a off-shoulder, short sleeves",Blue,Suit
Flying Machine Women Blue Straight Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Flying Machine,Women,759,"Blue medium wash 3-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
INVU Men Green Rectangle Sunglasses B2911B,INVU,Men,2016,Lens colour: GreenLens feature: UV Protected LensFrame material: PlasticFrame style: Half RimBest suited for: Oval face shapeComes in a INVU coverWarranty: 1 yearWarranty provided by brand/manufacturer,Green,Suit
Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,4799,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Pepe Jeans Men Blue Printed Slim Cotton Round Neck T-shirt,Pepe Jeans,Men,499,"Blue printed T-shirt, has a round neck, and short sleeves",Blue,Shirt
Belle Fille Women Maroon Solid Top,Belle Fille,Women,599,"Maroon solid woven regular top, has a V-neck, three-quarter sleeves, and button closures",Maroon,Top
Calvin Klein Jeans Men Green Self Design Round Neck T-shirt,Calvin Klein Jeans,Men,2159,"Green self-design T-shirt, has a round neck, and short sleeves",Green,Shirt
Belle Fille Women Sea Green Solid A-Line Dress,Belle Fille,Women,759,"Sea Green solid woven A-line dress, has a shirt collar, three-quarter sleeves, button closure, an attached lining, and straight hem",Green,Shirt
Pepe Jeans Men Beige Slim Fit Chinos Trousers,Pepe Jeans,Men,1399,Beige woven chinos   Slim fit   Mid-rise   Length:  regular   Pattern: solid   Flat-front design   Feature:  plain   5 pockets,Beige,Jeans
Pepe Jeans Men Black Solid Round Neck T-shirt,Pepe Jeans,Men,649,"Black solid T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SLIM FIT SHORT SLEEVE ALL OVER REVERSE PRINTED TSHIRT WITH SOFT HAND FEEL.",Black,Shirt
Calvin Klein Jeans Men Khaki Regular Fit Solid Regular Trouders,Calvin Klein Jeans,Men,4799,"Khaki solid mid-rise trousers, has a waistband with belt loops, button closure, zip fly and five pockets",Khaki,Jeans
ONLY Women Burgundy Solid Regular Top,ONLY,Women,719,"Burgundy solid woven regular top, has a V-neck, short sleeves, button closure",Burgundy,Top
American Crew Men Charcoal Grey Solid Tailored Jacket,American Crew,Men,999,"Charcoal grey solid tailored jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem",Red,Jacket
Kraus Jeans Women Blue Solid High Rise Paper Bag Trousers with Belt,Kraus Jeans,Women,1499,"Blue solid high-rise cropped trousers, slip-on closure, and 4 pocketsComes with a belt",Blue,Jeans
Mochi Women Black Solid Heels,Mochi,Women,1194,"A pair of black open toe heels, has high-top styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer",Black,Top
Calvin Klein Jeans Men White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1799,"White printed T-shirt, has a round neck, and short sleeves",White,Shirt
Calvin Klein Jeans Men Black Solid Round Neck T-shirt,Calvin Klein Jeans,Men,2399,"Black solid T-shirt, has a round neck, and long sleeves",Black,Shirt
Miss Chase Women Black Solid Basic Jumpsuit,Miss Chase,Women,1999,"Black solid basic jumpsuit, has a V-neck, sleeveless, zip closure",Black,Suit
ONLY Women Pink Floral Print A-line Top,ONLY,Women,799,"Pink floral print woven A-line top, has a tie-up neck, long sleeves",Pink,Top
Pepe Jeans Men Blue Vapour Slim Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1799,"Blue medium wash 5-pocket low-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SLIM FIT- MID RISE  JEANS,  MID BLUE- HEAVILY FADED CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Blue,Jeans
Vero Moda Women Blue Skinny Fit Mid-Rise Clean Look Jeans,Vero Moda,Women,1399,"Blue medium wash mid-rise jeans, clean look, no fade, raw styled hemline, and has a zip fly closure",Blue,Jeans
612 league Boys White & Red Regular Fit Printed Casual Shirt,612 league,Boys,602,"White, red and navy printed casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 welt pocket",Red,Shirt
ONLY Women Beige Solid Boxy Top,ONLY,Women,699,"Beige solid woven boxy top, has a tie-up neck, and short sleeves",Beige,Top
Calvin Klein Jeans Men Red & White Pure Cotton Checked Casual Shirt,Calvin Klein Jeans,Men,3599,"Red, white and black checked casual shirt, has a cutaway collar, long sleeves, button placket, and curved hem",Red,Shirt
Belle Fille Women Peach-Coloured Accordian Pleats Top,Belle Fille,Women,499,"Peach-coloured solid woven regular top with accordian pleats, has shoulder straps, button closure",Red,Top
Belle Fille Women Burgundy One-Shoulder Solid Playsuit,Belle Fille,Women,639,"Burgundy solid woven playsuit with ruffle detail, has one-shoulder with shoulder strap, long sleeves sleeves",Burgundy,Suit
Ahalyaa Women Cream-Coloured Printed Straight Kurta,Ahalyaa,Women,762,"Cream-Coloured printed straight kurta, has a boat neck, three-quarter sleeves, straight hem, and side slits",Red,Kurta
Marvel by Wear Your Mind Women White Printed Round Neck T-shirt,Marvel by Wear Your Mind,Women,539,"White and Red printed T-shirt, has a round neck, and short sleeves",White,Shirt
ESPRIT Men Blue Slim Fit Self Design Casual Shirt,ESPRIT,Men,2024,"Blue self design casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and one welt pocket",Blue,Shirt
Puma Men Black Mesh Mid-Top Brisk FR IDP Sneakers,Puma,Men,1799,"PRODUCT DESIGN DETAILS: A pair of black running sports shoes, has mid-top styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Black,Top
Miss Chase Women White Solid Basic Jumpsuit,Miss Chase,Women,899,"White solid basic jumpsuit, has a round neck, sleeveless",White,Suit
Pepe Jeans Men Beige Slim Fit Solid Regular Trousers,Pepe Jeans,Men,1899,"Beige solid mid-rise regular trousers, has button closure, and 5 pockets Design Details-GYMINDIGO- STYLISED POCKET SUPER SKINNY  FIT- MID RISE  JEANS,  PERFORMANCE DENIM WITH LAID BACK CONTROL OF JOGGER FABRIC TECHONOLOGY, COLORED DENIM,  ZIP FLY WITH 6  BELT  LOOPS & PUFF EMBROIDERY ON BACK POCKETS",Beige,Jeans
Pepe Jeans Men Red & Blue Regular Fit Checked Casual Shirt,Pepe Jeans,Men,1199,"Red and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Calvin Klein Jeans Men White Solid T-shirt,Calvin Klein Jeans,Men,2399,"White solid t-shirt with printed detail, has a round neck, long sleeves",White,Shirt
Levis Men Brown Solid Leather Mid-Top Flat Boots,Levis,Men,5849,"A pair of round-toe brown flat boots, has mid-top styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Brown,Top
Ishin Women Grey Foil Print Kurta with Palazzos,Ishin,Women,1687,"Grey foil print kurta with palazzosGrey and blue foil print straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsGrey solid palazzos with thread work, has elasticated waistband, slip-on closure",Grey,Kurta
Calvin Klein Jeans Men Blue Pure Cotton Colourblocked Chambray Casual Shirt,Calvin Klein Jeans,Men,3959,"Blue colourblocked chambray casual shirt, has a cutaway collar, long sleeves, button placket, and curved hem",Blue,Shirt
Pepe Jeans Men Blue Regular Fit Chambray Solid Casual Shirt,Pepe Jeans,Men,1199,"Blue solid chambray casual shirt with applique detail, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Pepe Jeans Men Olive Green & Navy Blue Regular Fit Printed Casual Shirt,Pepe Jeans,Men,1299,"Olive green and navy blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Calvin Klein Jeans Men White & Blue Slim Fit Checked Casual Shirt,Calvin Klein Jeans,Men,3599,"White and Blue checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Calvin Klein Jeans Men White Solid Round Neck T-shirt,Calvin Klein Jeans,Men,1559,"White solid T-shirt, has a round neck, and short sleeves",White,Shirt
Calvin Klein Jeans Men Black & Red Regular Fit Checked Casual Shirt,Calvin Klein Jeans,Men,2529,"Black and Red checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Red,Shirt
Pepe Jeans Men Black Solid Slim Fit Denim Shorts,Pepe Jeans,Men,1299,"Black solid low-rise denim shorts, has 5 pockets, and button closure Design Details-GYMINDIGO- STYLISED POCKET REGULAR FIT- MID RISE PERFORMANCE SHORTS WITH LAID BACK CONTROL OF JOGGER FABRIC TECHONOLOGY,  SMOKE BLACK  CLOUDY LOOK,  ZIP FLY WITH 5  BELT  LOOPS",Black,Jeans
Puma Men Navy Blue Mesh Mid-Top Dash IDP Sneakers,Puma,Men,1799,"PRODUCT DESIGN DETAILS:A pair of navy blue running sports shoes, has mid-top styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,Top
Twisha Girls Teal Blue & Pink Printed Brocade Weave Basic Jumpsuit,Twisha,Girls,1259,"Teal blue & pink printed basic jumpsuit, has a halter neck, sleeveless",Blue,Suit
ONLY Women Red & Black Shirt Dress,ONLY,Women,944,"Red and Black checked woven shirt dress, has a Peter Pan collar, short sleeves, button closure, and straight hem",Red,Shirt
American Crew Men Black Solid Hooded Sweatshirt,American Crew,Men,959,"Black solid sweatshirt, has a hood, long sleeves, kangaroo pocket",Black,Shirt
ONLY Women Grey & Black Self Design A-Line Dress,ONLY,Women,874,"Grey and Black self-design knitted A-line dress, has a round neck, short sleeves, and curved hem",Black,Dress
Ira Soleil Women Grey Solid Sheer Bardot Top,Ira Soleil,Women,699,"Grey solid woven sheer bardot top, has an off-shoulder neck, long sleeves, and concealed zip closure",Grey,Top
Calvin Klein Jeans Men Blue Printed Polo T-shirt,Calvin Klein Jeans,Men,2759,"Blue printed T-shirt, has a polo collar, and short sleeves",Blue,Shirt
Belle Fille Women Blue Solid Layered Bardot Top,Belle Fille,Women,599,"Blue solid woven layered bardot top, has an off-shoulder neck, and long sleeves",Blue,Top
ESPRIT Women Black Regular Fit Solid Cropped Trousers,ESPRIT,Women,1399,"Black solid mid-rise trousers, has an elasticated waistband with slip-on closure, and four pockets",Black,Trousers
Jompers Women Green & Blue Printed A-Line Kurta,Jompers,Women,1299,"Green and blue printed A-line kurta, has a round neck, button closures, three-quarter sleeves, flared hem, and front slit",Blue,Kurta
Calvin Klein Jeans Men White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2399,"White printed T-shirt, has a round neck, and long sleeves",White,Shirt
ONLY Women Maroon Solid Biker Jacket,ONLY,Women,4499,"Maroon solid jacket, has a spread collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester",Maroon,Jacket
MISH Women Green & White Comfort Loose Fit Striped Culottes,MISH,Women,1019,"Green, white and navy blue striped high-rise trousers, has a partially elasticated waistband with tie-ups detail and slip-on closure, two pockets",Green,Trousers
Levis Men Yellow Solid Leather Mid-Top Flat Boots,Levis,Men,8999,"A pair of round-toe yellow flat boots, has mid-top styling, lace-up detailLeather upperCushioned footbedAir flow comfort insoleTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Yellow,Top
Belle Fille Women Blue & White Striped Cinched Waist Top,Belle Fille,Women,599,"Blue and white striped woven cinched waist top with waist tie-up, has a V-neck, long bell sleeves",Blue,Top
Ives Women Navy Blue Solid Shirt Style Top,Ives,Women,604,"Navy Blue solid woven shirt style top, has a mandarin collar, short sleeves, and button closure",Blue,Shirt
Calvin Klein Jeans Men Blue Slim Fit Solid Casual Shirt,Calvin Klein Jeans,Men,2999,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Calvin Klein Jeans Men Black Solid Round Neck T-shirt,Calvin Klein Jeans,Men,2579,"Black solid T-shirt, has a round neck, and short sleeves",Black,Shirt
Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,4799,"Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Pepe Jeans Men Red Printed Round Neck T-shirt,Pepe Jeans,Men,499,"Red printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SLIM FIT TSHIRT HAS ROUND NECK,DISTRESS CHEST PRINT,SHORT SLEEVES",Red,Shirt
Belle Fille Women Mustard Yellow Solid Top,Belle Fille,Women,599,"Mustard yellow solid woven regular top, has a V-neck, short sleeves, and button closure",Yellow,Top
Pepe Jeans Men Red Solid Polo Collar T-shirt,Pepe Jeans,Men,899,"Red solid T-shirt, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.HIGH DENSITY LOGO PRINT.STRETCH PIQUE FABRIC.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.",Red,Shirt
Kraus Jeans Women Beige & Green Printed Casual Shirt,Kraus Jeans,Women,649,"Beige and green printed casual shirt, has a spread collar, three-quarter sleeves, button placket, and curved hem",Green,Shirt
Saree mall Grey Printed Saree,Saree mall,Women,1072,"Design Detail:Grey printed saree, has a solid borderBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece.",Grey,Saree
Calvin Klein Jeans Men Navy Blue & Purple Slim Fit Checked Formal Shirt,Calvin Klein Jeans,Men,3359,"Navy Blue and Purple checked formal shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Pepe Jeans Men Navy Blue & Off-White Regular Fit Printed Casual Shirt,Pepe Jeans,Men,999,"Navy Blue and Off-white printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Vero Moda Women Black Solid Boxy Top with Lace Detail,Vero Moda,Women,1049,"Black solid woven boxy top with lace detail, has a round neck, short sleeves, and button closure",Black,Top
CAT Grey Armis 20'' Cabin Trolley Suitcase,CAT,Unisex,3849,"Features:Grey textured cabin suitcaseOne main compartmentStrong & lightweight dual Telescopic retractable handle for comfortable manoeuvring, seamless top carry handle for easy lifting and a side pickup handle for lateral pickup..Spacious main compartment to keep your clothes, shoes and travel essentials.Full-zipped interior with divider wall and zipper pocket cross-straps for increased packing organizationOne inner mesh zippered pockets for convenient storage8 silent spinner wheels with 360 degree rotation for effortless mobility in any directionBag is secured with a TSA (Transportation Security Administration) recessed number lock Warranty - 2 yearsWarranty provided by Brand/Manufacturer",Grey,Suit
Calvin Klein Jeans Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,5999,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Calvin Klein Jeans Men Black & White Regular Fit Checked Casual Shirt,Calvin Klein Jeans,Men,3359,"Black and White checked casual shirt, has a slim collar, long sleeves, button placket, curved hem, and 1 patch pocket",Black,Shirt
Pepe Jeans Men Rust Red Regular Fit Solid Casual Linen Shirt,Pepe Jeans,Men,1499,"Maroon solid casual linen shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Red,Shirt
Calvin Klein Jeans Men Blue Casual Shirt,Calvin Klein Jeans,Men,4799,"Blue solid opaque Casual shirt ,has a spread collar,  button placket,  2 flap pocket, long regular sleeves,  curved hem",Blue,Shirt
Calvin Klein Jeans Men Blue Regular Fit Solid Casual Denim Shirt,Calvin Klein Jeans,Men,4199,"Blue solid casual shirt, has a spread collar, long sleeves, snap button placket, curved hem, and 2 patch pockets",Blue,Shirt
ONLY Women Blue Daisy Push Up Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,ONLY,Women,799,"Blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Calvin Klein Jeans Men Pink & White Striped Polo Collar T-shirt,Calvin Klein Jeans,Men,2759,"Pink and white striped T-shirt, has a polo collar, and short sleeves",White,Shirt
BownBee Girls Green & Yellow Jacquard Woven Design Kurti with Dhoti Pants,BownBee,Girls,1299,"Green and yellow woven design kurti with dhoti pantsGreen and golden jacquard woven design A-line above knee kurti with gota patti detail, has a round neck, short sleeves, flared hem, concelaed zip closure, waist tie-upYellow solid dhoti pants, has an elasticated waistband with slip-on closure",Green,Trousers
Pepe Jeans Men Off-White Printed Round Neck T-shirt,Pepe Jeans,Men,599,"Off-white printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ROUND NECK TSHIRT ,DYED IN VIBRANT COLOURS,HAS CHEST PRINT",White,Shirt
Calvin Klein Jeans Men Black Printed Round Neck T-shirt,Calvin Klein Jeans,Men,4599,"Black printed T-shirt, has a round neck, and long sleeves",Black,Shirt
612 league Boys Orange & Navy Blue Checked Casual Shirt With a T-shirt,612 league,Boys,739,"Orange and Navy Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocketNavy blue printed t-shirt, has a round neck, short sleeves",Blue,Shirt
Flying Machine Women Black Twiggy Super Skinny Fit Mildly Distressed Stretchable Jeans,Flying Machine,Women,999,"Black dark wash 5-pocket mid-rise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",Black,Jeans
Pepe Jeans Men Olive Green & Navy Blue Regular Fit Printed Casual Shirt,Pepe Jeans,Men,1099,"Olive green and navy blue printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Calvin Klein Jeans Men Black Solid Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"Black solid T-shirt, has a round neck, and short sleeves",Black,Shirt
Indian Terrain Men Khaki Urban Slim Tapered Fit Self Design Regular Trousers,Indian Terrain,Men,1559,"Khaki self-design low-rise trousers, button closure, and 4 pockets",Red,Trousers
Wrangler Men Grey Melange Solid Hooded Sweatshirt,Wrangler,Men,1757,"Grey Melange solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem",Grey,Shirt
Flying Machine Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Flying Machine,Women,1299,"Blue medium wash 5-pocket high-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Calvin Klein Jeans Men Black Printed Sweatshirt,Calvin Klein Jeans,Men,6999,"Black printed sweatshirt, has a round neck, long sleeves, straight hem",Black,Shirt
Calvin Klein Jeans Men Green Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"Green printed T-shirt, has a round neck, and short sleeves",Green,Shirt
ONLY Women Yellow Floral Printed Maxi Dress,ONLY,Women,1119,"Yellow printed woven maxi dress, has shoulder straps, sleeveless, and curved hem",Yellow,Dress
Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,5399,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Belle Fille Women Black Lace Detail Sheath Dress,Belle Fille,Women,639,"Black solid knitted sheath dress with lace detail, has a round neck, three-quarter sleeves, and asymmetric hem",Black,Dress
Flying Machine Women Blue Veronica Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Flying Machine,Women,854,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
ONLY Women Rose Solid Round Neck T-shirt,ONLY,Women,599,"Rose solid T-shirt, has a round neck, and short sleeves",Rose,Shirt
Pepe Jeans Men Charcoal Grey Solid Polo T-shirt,Pepe Jeans,Men,749,"Charcoal grey solid T-shirt, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.HIGH DENSITY LOGO PRINT.GRINDLE PIQUE FABRIC.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.",Grey,Shirt
Pepe Jeans Men White Printed Round Neck T-shirt,Pepe Jeans,Men,449,"White printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SHORT SLEEVE TSHIRT WITH PLACEMENT PRINT,SOFT WASHED.",White,Shirt
Puma Men Black Textile Mid-Top Running NRGY Neko Turbo Shoes,Puma,Men,3299,"PRODUCT DESIGN DETAILS:A pair of black running sports shoes, has mid-top styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Black,Top
Vero Moda Women White & Black Striped Shirt Dress,Vero Moda,Women,1049,"White and black striped woven shirt dress, has a shirt collar, three-quarter sleeves, button closure, an attached lining, and flared hemComes with a belt.",Black,Shirt
Calvin Klein Jeans Men White Printed T-shirt,Calvin Klein Jeans,Men,1559,"White and black printed T-shirt, has a round neck, short sleeves",White,Shirt
Miss Chase Women Solid Mustard Yellow Sheath Dress,Miss Chase,Women,849,"Mustard yellow solid knitted sheath dress, has a round neck, three-quarter sleeves, and straight hem",Yellow,Dress
Ishin Women Mustard Yellow Embroidered Straight Kurta,Ishin,Women,1349,"Mustard yellow embroidered straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",Red,Kurta
Pepe Jeans Men Grey Printed Pure Cotton Slim Round Neck T-shirt,Pepe Jeans,Men,599,"Grey printed T-shirt, has a round neck, and short sleeves",Grey,Shirt
Calvin Klein Jeans Men Black Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"Black printed T-shirt, has a round neck, and short sleeves",Black,Shirt
Belle Fille Women Black Solid High-Low Semi-Sheer Top,Belle Fille,Women,499,"Black solid woven high-low semi-sheer top, has a round neck, short sleeves, and concealed zip closure",Black,Top
Vero Moda Women Black & White Striped Bardot Top,Vero Moda,Women,874,"Black and white striped woven bardot top, has an off-shoulder neck, and short sleeves",Black,Top
ONLY Women White Solid Regular Crushed Effect Top,ONLY,Women,919,"White solid woven regular top, has a square neck, short sleeves, button closure",White,Top
ONLY Women Burgundy Slim Fit Solid Peg Trousers,ONLY,Women,979,"Burgundy solid mid-rise peg trousers, slip-on closure, and 2 pocketsComes with a fabric belt",Burgundy,Trousers
ONLY Women White & Red Checked Top,ONLY,Women,919,"White and Red checked woven regular  top, has a V-neck, long sleeves, and button closure",Red,Top
Belle Fille Women White & Blue Striped Blouson Top,Belle Fille,Women,599,"White and Blue striped woven blouson top, has a V-neck, and long sleeves, waist tie-up",Blue,Top
DOROTHY PERKINS Women Black Regular Fit Textured Cropped Trousers,DOROTHY PERKINS,Women,871,"Black textured mid-rise cropped trousers, has a waistband with belt loop, hook and bar closure, zip fly, and two pockets",Red,Trousers
Vero Moda Women White Striped A-Line Top,Vero Moda,Women,874,"White and Blue striped woven A-line  top, has a round neck, and sleeveless",White,Top
Belle Fille Women Navy Blue Solic Maxi Dress,Belle Fille,Women,959,"Navy solid knitted maxi dress with crochet inserts and gathers, has a V-neck, short sleeves, concealed zip closure, and flared hem",Blue,Dress
ONLY Women White & Navy Blue Regular Fit Striped Casual Shirt,ONLY,Women,719,"White and Navy Blue striped casual shirt, has a slim collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Calvin Klein Jeans Men Black Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1799,"Black printed T-shirt, has a round neck, short sleeves, and 1 pockets",Black,Shirt
Calvin Klein Jeans Men Black & Beige Regular Fit Checked Casual Shirt,Calvin Klein Jeans,Men,3599,"Black and Beige checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Black,Shirt
